lat,lon,predicted_heat_flow_mW_m2
21.25,68.25,54.582104
21.25,68.5,43.05302
21.25,68.75,52.576584
21.25,69.0,42.015408
21.25,69.25,62.97664
21.25,69.5,44.505802
21.25,69.75,40.947308
21.25,70.0,63.567677
21.25,70.25,40.012302
21.25,70.5,60.178104
21.25,70.75,36.47664
21.25,71.0,43.12425
21.25,71.25,38.89114
21.25,71.5,40.91558
21.25,71.75,40.146122
21.25,72.0,44.391663
21.25,72.25,65.92973
21.25,72.5,53.65531
21.25,72.75,42.65714
21.25,73.0,57.559235
21.25,73.25,62.402145
21.25,73.5,37.336533
21.25,73.75,54.88074
21.25,74.0,48.744003
21.25,74.25,55.70025
21.25,74.5,35.148304
21.25,74.75,78.55315
21.25,75.0,59.729465
21.25,75.25,56.466053
21.25,75.5,43.45008
21.25,75.75,44.275436
21.25,76.0,33.121284
21.25,76.25,65.08513
21.25,76.5,44.809666
21.25,76.75,40.48834
21.25,77.0,51.780113
21.25,77.25,46.702023
21.25,77.5,60.680145
21.25,77.75,41.88645
21.25,78.0,46.563763
21.25,78.25,41.198376
21.25,78.5,71.072815
21.25,78.75,36.297504
21.25,79.0,46.595154
21.25,79.25,40.740448
21.25,79.5,57.463844
21.25,79.75,51.0957
21.25,80.0,54.102177
21.25,80.25,54.921967
21.25,80.5,64.395805
21.25,80.75,53.761555
21.25,81.0,68.96988
21.25,81.25,51.513687
21.25,81.5,63.732815
21.25,81.75,48.517494
21.25,82.0,53.758823
21.25,82.25,46.88805
21.25,82.5,42.712727
21.25,82.75,38.743282
21.25,83.0,59.518757
21.25,83.25,41.87718
21.25,83.5,36.636097
21.25,83.75,68.767975
21.25,84.0,66.842514
21.25,84.25,44.482018
21.25,84.5,35.79623
21.25,84.75,59.46069
21.25,85.0,47.419987
21.25,85.25,57.621418
21.25,85.5,56.46082
21.25,85.75,53.968548
21.25,86.0,71.40094
21.25,86.25,51.71474
21.25,86.5,51.79468
21.25,86.75,46.282215
21.25,87.0,59.83543
21.25,87.25,53.13632
21.25,87.5,75.06518
21.25,87.75,51.143276
21.25,88.0,46.675022
21.25,88.25,57.164433
21.25,88.5,37.162174
21.25,88.75,51.181053
21.25,89.0,40.396675
21.25,89.25,69.88049
21.25,89.5,51.554993
21.25,89.75,39.570915
21.25,90.0,62.56293
21.25,90.25,38.333614
21.25,90.5,59.32508
21.25,90.75,40.479633
21.25,91.0,69.36615
21.25,91.25,58.73235
21.25,91.5,83.404465
21.25,91.75,53.796368
21.25,92.0,54.827427
21.25,92.25,50.762966
21.25,92.5,48.685738
21.25,92.75,49.90261
21.25,93.0,62.72698
21.25,93.25,40.641804
21.25,93.5,54.982506
21.25,93.75,77.3375
21.25,94.0,51.88648
21.25,94.25,71.58853
21.25,94.5,59.493443
21.25,94.75,66.231705
21.25,95.0,61.925106
21.25,95.25,59.97258
21.25,95.5,58.78613
21.25,95.75,54.73461
21.25,96.0,74.93395
21.25,96.25,53.873264
21.25,96.5,47.58347
21.25,96.75,69.78049
21.5,68.0,60.230526
21.5,68.25,62.58152
21.5,68.5,38.664898
21.5,68.75,52.471066
21.5,69.0,57.070435
21.5,69.25,48.60481
21.5,69.5,53.105244
21.5,69.75,55.382732
21.5,70.0,53.83229
21.5,70.25,88.374084
21.5,70.5,43.469326
21.5,70.75,40.52392
21.5,71.0,36.070244
21.5,71.25,38.386555
21.5,71.5,50.200993
21.5,71.75,51.44443
21.5,72.0,59.361187
21.5,72.25,62.60844
21.5,72.5,63.789722
21.5,72.75,54.81478
21.5,73.0,42.568447
21.5,73.25,57.14743
21.5,73.5,53.84902
21.5,73.75,71.41528
21.5,74.0,67.73799
21.5,74.25,48.285805
21.5,74.5,42.210987
21.5,74.75,52.415443
21.5,75.0,41.40823
21.5,75.25,43.411247
21.5,75.5,48.74904
21.5,75.75,40.528057
21.5,76.0,59.10123
21.5,76.25,63.40743
21.5,76.5,42.991985
21.5,76.75,39.628597
21.5,77.0,66.5175
21.5,77.25,72.44928
21.5,77.5,49.21537
21.5,77.75,42.670513
21.5,78.0,40.8918
21.5,78.25,35.852245
21.5,78.5,51.894936
21.5,78.75,36.691418
21.5,79.0,50.81572
21.5,79.25,46.126793
21.5,79.5,63.008778
21.5,79.75,63.486572
21.5,80.0,38.53787
21.5,80.25,57.58586
21.5,80.5,57.15238
21.5,80.75,64.12553
21.5,81.0,40.563557
21.5,81.25,53.99862
21.5,81.5,49.439526
21.5,81.75,38.89236
21.5,82.0,69.192345
21.5,82.25,62.310955
21.5,82.5,55.028114
21.5,82.75,72.08457
21.5,83.0,54.278236
21.5,83.25,47.409306
21.5,83.5,46.69255
21.5,83.75,43.24166
21.5,84.0,40.51021
21.5,84.25,45.541542
21.5,84.5,54.88714
21.5,84.75,65.27397
21.5,85.0,56.520645
21.5,85.25,55.88701
21.5,85.5,48.046146
21.5,85.75,68.13998
21.5,86.0,35.45956
21.5,86.25,62.72859
21.5,86.5,62.599125
21.5,86.75,48.031727
21.5,87.0,64.99144
21.5,87.25,54.30139
21.5,87.5,49.710247
21.5,87.75,56.085117
21.5,88.0,40.958225
21.5,88.25,41.045025
21.5,88.5,57.674732
21.5,88.75,50.38042
21.5,89.0,44.510006
21.5,89.25,44.39345
21.5,89.5,50.750687
21.5,89.75,45.278164
21.5,90.0,50.03406
21.5,90.25,62.26175
21.5,90.5,39.380386
21.5,90.75,38.263096
21.5,91.0,51.282413
21.5,91.25,36.905155
21.5,91.5,46.953186
21.5,91.75,72.01582
21.5,92.0,58.117035
21.5,92.25,48.996002
21.5,92.5,60.83658
21.5,92.75,58.95758
21.5,93.0,60.714794
21.5,93.25,67.40862
21.5,93.5,48.705605
21.5,93.75,42.424313
21.5,94.0,54.872818
21.5,94.25,55.30804
21.5,94.5,46.712654
21.5,94.75,59.731903
21.5,95.0,64.87888
21.5,95.25,56.21407
21.5,95.5,60.972095
21.5,95.75,77.62895
21.5,96.0,49.700733
21.5,96.25,66.24327
21.5,96.5,50.85775
21.5,96.75,55.531445
21.75,68.0,40.356598
21.75,68.25,44.463398
21.75,68.5,51.63957
21.75,68.75,59.60545
21.75,69.0,54.103577
21.75,69.25,33.18307
21.75,69.5,37.955727
21.75,69.75,78.01588
21.75,70.0,45.436127
21.75,70.25,55.46627
21.75,70.5,53.887688
21.75,70.75,44.778873
21.75,71.0,51.946472
21.75,71.25,41.524197
21.75,71.5,42.360943
21.75,71.75,56.19738
21.75,72.0,78.810936
21.75,72.25,42.992672
21.75,72.5,36.930122
21.75,72.75,65.050316
21.75,73.0,51.086277
21.75,73.25,42.867386
21.75,73.5,45.60285
21.75,73.75,48.213783
21.75,74.0,49.87424
21.75,74.25,52.269024
21.75,74.5,43.740223
21.75,74.75,38.952282
21.75,75.0,46.349094
21.75,75.25,58.519737
21.75,75.5,37.852753
21.75,75.75,55.36448
21.75,76.0,46.958023
21.75,76.25,53.010193
21.75,76.5,44.900467
21.75,76.75,47.166042
21.75,77.0,48.025608
21.75,77.25,72.69327
21.75,77.5,46.669167
21.75,77.75,34.732574
21.75,78.0,37.974472
21.75,78.25,47.01825
21.75,78.5,30.96855
21.75,78.75,57.903996
21.75,79.0,39.766426
21.75,79.25,48.48421
21.75,79.5,35.297844
21.75,79.75,53.601635
21.75,80.0,64.44392
21.75,80.25,61.00597
21.75,80.5,59.378517
21.75,80.75,45.46648
21.75,81.0,52.039124
21.75,81.25,62.61904
21.75,81.5,48.82487
21.75,81.75,45.856106
21.75,82.0,48.516262
21.75,82.25,53.62151
21.75,82.5,55.08043
21.75,82.75,55.34351
21.75,83.0,56.726936
21.75,83.25,77.42708
21.75,83.5,55.549007
21.75,83.75,77.18825
21.75,84.0,37.54367
21.75,84.25,41.731247
21.75,84.5,48.34533
21.75,84.75,44.6189
21.75,85.0,43.023
21.75,85.25,63.507946
21.75,85.5,62.013653
21.75,85.75,71.06691
21.75,86.0,62.08591
21.75,86.25,44.08566
21.75,86.5,50.924686
21.75,86.75,75.881355
21.75,87.0,41.479763
21.75,87.25,56.41484
21.75,87.5,52.737038
21.75,87.75,65.316956
21.75,88.0,48.959946
21.75,88.25,72.80223
21.75,88.5,45.806446
21.75,88.75,60.120766
21.75,89.0,48.244743
21.75,89.25,60.463936
21.75,89.5,50.208214
21.75,89.75,76.66299
21.75,90.0,43.413483
21.75,90.25,57.905506
21.75,90.5,60.631805
21.75,90.75,57.583874
21.75,91.0,44.662983
21.75,91.25,76.61531
21.75,91.5,50.388695
21.75,91.75,59.632137
21.75,92.0,54.8848
21.75,92.25,51.78454
21.75,92.5,60.27329
21.75,92.75,72.37191
21.75,93.0,47.413857
21.75,93.25,45.799564
21.75,93.5,58.407482
21.75,93.75,55.479664
21.75,94.0,51.275227
21.75,94.25,56.898468
21.75,94.5,45.865105
21.75,94.75,48.1521
21.75,95.0,67.117455
21.75,95.25,45.85835
21.75,95.5,58.111668
21.75,95.75,65.81809
21.75,96.0,61.031025
21.75,96.25,56.14886
21.75,96.5,51.499302
21.75,96.75,60.715466
22.0,68.0,59.112038
22.0,68.25,40.32364
22.0,68.5,58.212708
22.0,68.75,50.783733
22.0,69.0,40.427074
22.0,69.25,54.55302
22.0,69.5,56.342037
22.0,69.75,46.300182
22.0,70.0,35.400497
22.0,70.25,52.59859
22.0,70.5,65.676414
22.0,70.75,44.666153
22.0,71.0,55.294735
22.0,71.25,62.261635
22.0,71.5,57.386017
22.0,71.75,66.35729
22.0,72.0,56.358223
22.0,72.25,42.585796
22.0,72.5,45.60519
22.0,72.75,41.0015
22.0,73.0,34.83698
22.0,73.25,72.54819
22.0,73.5,46.618313
22.0,73.75,52.14851
22.0,74.0,35.798073
22.0,74.25,49.70665
22.0,74.5,46.077805
22.0,74.75,54.548855
22.0,75.0,46.99493
22.0,75.25,36.86742
22.0,75.5,64.50605
22.0,75.75,62.65508
22.0,76.0,45.771362
22.0,76.25,58.990356
22.0,76.5,56.167263
22.0,76.75,42.857037
22.0,77.0,50.038464
22.0,77.25,65.072334
22.0,77.5,39.8464
22.0,77.75,81.40677
22.0,78.0,65.24686
22.0,78.25,85.94599
22.0,78.5,59.23607
22.0,78.75,43.037586
22.0,79.0,40.96216
22.0,79.25,41.32244
22.0,79.5,55.171753
22.0,79.75,42.478138
22.0,80.0,64.07036
22.0,80.25,47.029427
22.0,80.5,35.869152
22.0,80.75,69.30035
22.0,81.0,58.55843
22.0,81.25,62.22726
22.0,81.5,61.521435
22.0,81.75,60.912903
22.0,82.0,41.11775
22.0,82.25,39.971325
22.0,82.5,59.967953
22.0,82.75,62.581192
22.0,83.0,67.58999
22.0,83.25,44.314575
22.0,83.5,47.44386
22.0,83.75,41.7655
22.0,84.0,41.854084
22.0,84.25,48.291294
22.0,84.5,52.135925
22.0,84.75,66.07423
22.0,85.0,54.74513
22.0,85.25,57.671352
22.0,85.5,47.22301
22.0,85.75,47.065075
22.0,86.0,45.464626
22.0,86.25,49.73435
22.0,86.5,66.12073
22.0,86.75,50.34989
22.0,87.0,62.08209
22.0,87.25,36.43731
22.0,87.5,66.61775
22.0,87.75,51.9978
22.0,88.0,49.556396
22.0,88.25,44.56061
22.0,88.5,65.234146
22.0,88.75,45.90773
22.0,89.0,72.47633
22.0,89.25,58.369946
22.0,89.5,41.895927
22.0,89.75,52.906624
22.0,90.0,65.36913
22.0,90.25,33.867386
22.0,90.5,49.97834
22.0,90.75,62.347664
22.0,91.0,43.450966
22.0,91.25,71.34129
22.0,91.5,74.918945
22.0,91.75,43.505985
22.0,92.0,58.317616
22.0,92.25,60.557163
22.0,92.5,58.5329
22.0,92.75,43.486217
22.0,93.0,60.185986
22.0,93.25,57.486736
22.0,93.5,79.63789
22.0,93.75,53.736332
22.0,94.0,40.544205
22.0,94.25,62.167553
22.0,94.5,65.973694
22.0,94.75,55.642605
22.0,95.0,43.290695
22.0,95.25,52.09537
22.0,95.5,45.051258
22.0,95.75,65.170044
22.0,96.0,45.189587
22.0,96.25,58.914555
22.0,96.5,49.541477
22.0,96.75,67.16087
22.25,68.0,40.524055
22.25,68.25,50.295345
22.25,68.5,58.40696
22.25,68.75,39.072044
22.25,69.0,40.795555
22.25,69.25,33.51749
22.25,69.5,39.909256
22.25,69.75,50.693024
22.25,70.0,40.841778
22.25,70.25,33.2375
22.25,70.5,82.398056
22.25,70.75,56.03095
22.25,71.0,35.11883
22.25,71.25,39.67908
22.25,71.5,36.656673
22.25,71.75,90.49904
22.25,72.0,52.13804
22.25,72.25,42.2839
22.25,72.5,62.917164
22.25,72.75,66.72927
22.25,73.0,41.898827
22.25,73.25,38.04896
22.25,73.5,48.167507
22.25,73.75,37.31105
22.25,74.0,68.99795
22.25,74.25,57.1408
22.25,74.5,47.077396
22.25,74.75,49.66377
22.25,75.0,62.3563
22.25,75.25,47.976337
22.25,75.5,44.987225
22.25,75.75,37.137135
22.25,76.0,35.416744
22.25,76.25,59.603874
22.25,76.5,48.351498
22.25,76.75,69.84305
22.25,77.0,48.214146
22.25,77.25,34.622368
22.25,77.5,44.909542
22.25,77.75,58.146275
22.25,78.0,56.551388
22.25,78.25,35.229454
22.25,78.5,62.810043
22.25,78.75,60.608376
22.25,79.0,42.09134
22.25,79.25,56.420475
22.25,79.5,56.671555
22.25,79.75,40.531868
22.25,80.0,35.26997
22.25,80.25,63.74974
22.25,80.5,35.76873
22.25,80.75,46.901085
22.25,81.0,46.208805
22.25,81.25,51.882694
22.25,81.5,53.49782
22.25,81.75,40.92623
22.25,82.0,64.61083
22.25,82.25,47.13839
22.25,82.5,54.52773
22.25,82.75,46.552094
22.25,83.0,44.318157
22.25,83.25,47.76189
22.25,83.5,48.622765
22.25,83.75,42.709843
22.25,84.0,46.95011
22.25,84.25,74.85271
22.25,84.5,36.01373
22.25,84.75,47.4472
22.25,85.0,40.971294
22.25,85.25,56.731125
22.25,85.5,45.433964
22.25,85.75,55.07273
22.25,86.0,49.31207
22.25,86.25,58.444836
22.25,86.5,45.193813
22.25,86.75,51.390034
22.25,87.0,39.252865
22.25,87.25,58.6039
22.25,87.5,54.907673
22.25,87.75,53.048374
22.25,88.0,63.61272
22.25,88.25,44.09575
22.25,88.5,45.77824
22.25,88.75,77.28997
22.25,89.0,44.300278
22.25,89.25,55.99178
22.25,89.5,38.841244
22.25,89.75,63.649662
22.25,90.0,57.1052
22.25,90.25,37.649796
22.25,90.5,61.25987
22.25,90.75,57.897503
22.25,91.0,53.875195
22.25,91.25,68.11493
22.25,91.5,76.799545
22.25,91.75,46.374653
22.25,92.0,73.93039
22.25,92.25,59.91557
22.25,92.5,53.65863
22.25,92.75,51.37186
22.25,93.0,39.11425
22.25,93.25,61.689323
22.25,93.5,53.298992
22.25,93.75,55.32129
22.25,94.0,44.43423
22.25,94.25,40.61483
22.25,94.5,57.106987
22.25,94.75,59.70477
22.25,95.0,65.181145
22.25,95.25,53.10423
22.25,95.5,86.9304
22.25,95.75,48.555668
22.25,96.0,59.187508
22.25,96.25,79.10904
22.25,96.5,43.84139
22.25,96.75,40.625042
22.5,68.0,37.837364
22.5,68.25,44.78122
22.5,68.5,30.162657
22.5,68.75,32.943905
22.5,69.0,42.008755
22.5,69.25,45.35548
22.5,69.5,38.85568
22.5,69.75,38.497612
22.5,70.0,35.51099
22.5,70.25,57.267162
22.5,70.5,48.1834
22.5,70.75,42.4149
22.5,71.0,68.67537
22.5,71.25,40.574047
22.5,71.5,40.82367
22.5,71.75,40.51142
22.5,72.0,51.95084
22.5,72.25,55.484657
22.5,72.5,51.112015
22.5,72.75,42.906395
22.5,73.0,41.08402
22.5,73.25,33.08391
22.5,73.5,55.510036
22.5,73.75,63.204952
22.5,74.0,40.008335
22.5,74.25,51.99711
22.5,74.5,62.23618
22.5,74.75,69.83397
22.5,75.0,47.28506
22.5,75.25,43.597027
22.5,75.5,52.77553
22.5,75.75,36.656452
22.5,76.0,60.680717
22.5,76.25,46.11085
22.5,76.5,44.664097
22.5,76.75,60.634346
22.5,77.0,77.60888
22.5,77.25,39.89504
22.5,77.5,46.898
22.5,77.75,51.27879
22.5,78.0,40.15247
22.5,78.25,52.244305
22.5,78.5,59.71313
22.5,78.75,32.515606
22.5,79.0,56.15448
22.5,79.25,51.77206
22.5,79.5,69.66229
22.5,79.75,56.946426
22.5,80.0,51.268356
22.5,80.25,57.87545
22.5,80.5,43.588287
22.5,80.75,44.064705
22.5,81.0,43.895042
22.5,81.25,64.4519
22.5,81.5,60.813602
22.5,81.75,50.27436
22.5,82.0,61.927544
22.5,82.25,53.20307
22.5,82.5,61.58444
22.5,82.75,69.03192
22.5,83.0,59.895725
22.5,83.25,51.99407
22.5,83.5,49.461784
22.5,83.75,50.153687
22.5,84.0,52.57327
22.5,84.25,58.33707
22.5,84.5,41.95869
22.5,84.75,37.45248
22.5,85.0,83.127335
22.5,85.25,38.01839
22.5,85.5,60.55125
22.5,85.75,49.498413
22.5,86.0,55.25157
22.5,86.25,56.612812
22.5,86.5,45.02403
22.5,86.75,35.29824
22.5,87.0,71.834755
22.5,87.25,65.01019
22.5,87.5,47.180904
22.5,87.75,63.001385
22.5,88.0,46.49452
22.5,88.25,61.99508
22.5,88.5,81.844986
22.5,88.75,40.692932
22.5,89.0,63.58146
22.5,89.25,45.1113
22.5,89.5,75.72997
22.5,89.75,77.00765
22.5,90.0,59.5275
22.5,90.25,49.08143
22.5,90.5,55.19724
22.5,90.75,62.763905
22.5,91.0,56.29356
22.5,91.25,50.801937
22.5,91.5,60.469097
22.5,91.75,50.517002
22.5,92.0,43.664104
22.5,92.25,59.853474
22.5,92.5,74.60508
22.5,92.75,58.247932
22.5,93.0,45.45464
22.5,93.25,49.82511
22.5,93.5,55.524246
22.5,93.75,62.449787
22.5,94.0,66.5553
22.5,94.25,59.438496
22.5,94.5,54.512608
22.5,94.75,56.19169
22.5,95.0,44.29304
22.5,95.25,73.1378
22.5,95.5,69.51993
22.5,95.75,43.8159
22.5,96.0,50.0259
22.5,96.25,58.961212
22.5,96.5,62.685093
22.5,96.75,54.253544
22.75,68.0,52.590157
22.75,68.25,44.282738
22.75,68.5,48.90645
22.75,68.75,38.831318
22.75,69.0,30.696133
22.75,69.25,33.712997
22.75,69.5,40.01694
22.75,69.75,42.214108
22.75,70.0,42.96548
22.75,70.25,45.10894
22.75,70.5,39.843365
22.75,70.75,54.183212
22.75,71.0,45.503082
22.75,71.25,38.14134
22.75,71.5,57.05993
22.75,71.75,61.053013
22.75,72.0,43.05532
22.75,72.25,40.499004
22.75,72.5,41.95594
22.75,72.75,49.256054
22.75,73.0,30.324286
22.75,73.25,54.66463
22.75,73.5,60.10809
22.75,73.75,31.804338
22.75,74.0,36.15503
22.75,74.25,48.53532
22.75,74.5,51.116135
22.75,74.75,42.502037
22.75,75.0,47.048504
22.75,75.25,43.41965
22.75,75.5,46.986565
22.75,75.75,36.154434
22.75,76.0,43.306152
22.75,76.25,61.863293
22.75,76.5,40.45205
22.75,76.75,41.387257
22.75,77.0,39.805325
22.75,77.25,48.99968
22.75,77.5,46.322395
22.75,77.75,43.18646
22.75,78.0,59.4631
22.75,78.25,45.491013
22.75,78.5,35.701984
22.75,78.75,43.204773
22.75,79.0,39.522015
22.75,79.25,48.2437
22.75,79.5,44.24918
22.75,79.75,40.673298
22.75,80.0,59.985847
22.75,80.25,36.92251
22.75,80.5,53.359768
22.75,80.75,50.85231
22.75,81.0,44.14424
22.75,81.25,66.67412
22.75,81.5,48.79539
22.75,81.75,41.601105
22.75,82.0,60.279972
22.75,82.25,47.159424
22.75,82.5,56.748837
22.75,82.75,37.051212
22.75,83.0,60.374096
22.75,83.25,51.44913
22.75,83.5,43.20296
22.75,83.75,53.544277
22.75,84.0,48.436657
22.75,84.25,43.460228
22.75,84.5,70.48241
22.75,84.75,52.153034
22.75,85.0,80.07636
22.75,85.25,51.252598
22.75,85.5,43.02551
22.75,85.75,53.079487
22.75,86.0,48.351887
22.75,86.25,54.622524
22.75,86.5,37.910233
22.75,86.75,68.73716
22.75,87.0,50.521587
22.75,87.25,43.21787
22.75,87.5,67.83305
22.75,87.75,47.934536
22.75,88.0,69.862
22.75,88.25,58.62399
22.75,88.5,62.026333
22.75,88.75,36.307938
22.75,89.0,61.27368
22.75,89.25,42.814793
22.75,89.5,64.14827
22.75,89.75,47.424824
22.75,90.0,46.494915
22.75,90.25,55.115707
22.75,90.5,57.866745
22.75,90.75,69.078964
22.75,91.0,57.711517
22.75,91.25,40.868153
22.75,91.5,57.654205
22.75,91.75,52.173233
22.75,92.0,40.026016
22.75,92.25,41.925385
22.75,92.5,49.738934
22.75,92.75,62.344746
22.75,93.0,69.37359
22.75,93.25,56.74669
22.75,93.5,58.062283
22.75,93.75,58.861332
22.75,94.0,44.20348
22.75,94.25,41.19203
22.75,94.5,53.115
22.75,94.75,44.991985
22.75,95.0,50.5243
22.75,95.25,54.73464
22.75,95.5,61.49432
22.75,95.75,61.830547
22.75,96.0,66.58786
22.75,96.25,48.69836
22.75,96.5,60.586277
22.75,96.75,68.59293
23.0,68.0,49.888744
23.0,68.25,55.393032
23.0,68.5,46.32675
23.0,68.75,63.194813
23.0,69.0,36.86786
23.0,69.25,40.56405
23.0,69.5,56.68557
23.0,69.75,40.806038
23.0,70.0,81.51783
23.0,70.25,34.119946
23.0,70.5,62.381775
23.0,70.75,54.7643
23.0,71.0,58.168087
23.0,71.25,44.840466
23.0,71.5,44.217964
23.0,71.75,42.273434
23.0,72.0,65.293205
23.0,72.25,53.78808
23.0,72.5,56.999012
23.0,72.75,31.97997
23.0,73.0,62.841488
23.0,73.25,44.351437
23.0,73.5,66.87922
23.0,73.75,43.247814
23.0,74.0,47.42329
23.0,74.25,57.517235
23.0,74.5,38.24593
23.0,74.75,41.29697
23.0,75.0,35.5221
23.0,75.25,37.89405
23.0,75.5,50.21106
23.0,75.75,36.00621
23.0,76.0,43.697903
23.0,76.25,34.25257
23.0,76.5,39.574116
23.0,76.75,64.05661
23.0,77.0,57.350883
23.0,77.25,70.63953
23.0,77.5,47.80753
23.0,77.75,56.382633
23.0,78.0,47.750233
23.0,78.25,53.720066
23.0,78.5,62.26154
23.0,78.75,47.705414
23.0,79.0,40.807617
23.0,79.25,77.292145
23.0,79.5,45.16698
23.0,79.75,40.584656
23.0,80.0,48.62085
23.0,80.25,41.85775
23.0,80.5,63.95009
23.0,80.75,45.638542
23.0,81.0,51.66637
23.0,81.25,49.38866
23.0,81.5,73.8212
23.0,81.75,38.95358
23.0,82.0,70.013466
23.0,82.25,59.146694
23.0,82.5,62.071613
23.0,82.75,55.367752
23.0,83.0,70.021576
23.0,83.25,43.92457
23.0,83.5,51.686157
23.0,83.75,45.431595
23.0,84.0,46.3447
23.0,84.25,57.66804
23.0,84.5,46.60272
23.0,84.75,41.947845
23.0,85.0,54.181316
23.0,85.25,40.289593
23.0,85.5,68.173874
23.0,85.75,67.3486
23.0,86.0,47.247486
23.0,86.25,59.247227
23.0,86.5,72.013275
23.0,86.75,62.86634
23.0,87.0,57.744892
23.0,87.25,50.108513
23.0,87.5,54.286064
23.0,87.75,46.891323
23.0,88.0,51.25821
23.0,88.25,50.331665
23.0,88.5,59.596844
23.0,88.75,64.5478
23.0,89.0,55.54066
23.0,89.25,58.38228
23.0,89.5,51.72454
23.0,89.75,52.742767
23.0,90.0,63.2858
23.0,90.25,51.106514
23.0,90.5,57.870358
23.0,90.75,53.731026
23.0,91.0,51.296562
23.0,91.25,54.36277
23.0,91.5,52.369183
23.0,91.75,57.75893
23.0,92.0,44.8753
23.0,92.25,37.844128
23.0,92.5,51.281025
23.0,92.75,60.35113
23.0,93.0,77.997375
23.0,93.25,37.213097
23.0,93.5,63.121902
23.0,93.75,53.724514
23.0,94.0,59.993324
23.0,94.25,75.38646
23.0,94.5,40.553738
23.0,94.75,49.68887
23.0,95.0,57.567272
23.0,95.25,58.94821
23.0,95.5,56.399456
23.0,95.75,48.62748
23.0,96.0,56.19017
23.0,96.25,56.35576
23.0,96.5,53.508068
23.0,96.75,56.184063
23.25,68.0,64.83508
23.25,68.25,39.00657
23.25,68.5,33.182278
23.25,68.75,33.992947
23.25,69.0,46.692284
23.25,69.25,50.725845
23.25,69.5,46.303486
23.25,69.75,46.38828
23.25,70.0,54.40723
23.25,70.25,45.84547
23.25,70.5,43.38242
23.25,70.75,42.375725
23.25,71.0,35.936974
23.25,71.25,59.55452
23.25,71.5,36.283936
23.25,71.75,52.088104
23.25,72.0,44.137432
23.25,72.25,45.517635
23.25,72.5,69.95545
23.25,72.75,40.11965
23.25,73.0,36.010815
23.25,73.25,57.26072
23.25,73.5,44.709213
23.25,73.75,39.210148
23.25,74.0,49.296066
23.25,74.25,62.657227
23.25,74.5,39.886143
23.25,74.75,55.88212
23.25,75.0,62.255848
23.25,75.25,47.931023
23.25,75.5,54.35426
23.25,75.75,69.94372
23.25,76.0,36.61873
23.25,76.25,45.75126
23.25,76.5,43.099724
23.25,76.75,32.58498
23.25,77.0,33.545208
23.25,77.25,54.895847
23.25,77.5,51.248856
23.25,77.75,54.337723
23.25,78.0,57.633255
23.25,78.25,43.679462
23.25,78.5,47.466568
23.25,78.75,59.994072
23.25,79.0,40.114647
23.25,79.25,38.954517
23.25,79.5,40.42457
23.25,79.75,40.789722
23.25,80.0,37.11779
23.25,80.25,32.99876
23.25,80.5,54.363026
23.25,80.75,46.215794
23.25,81.0,63.882656
23.25,81.25,37.13648
23.25,81.5,48.903423
23.25,81.75,53.30018
23.25,82.0,42.799828
23.25,82.25,54.731724
23.25,82.5,36.403595
23.25,82.75,47.77182
23.25,83.0,54.030502
23.25,83.25,55.17934
23.25,83.5,47.15123
23.25,83.75,51.688297
23.25,84.0,60.46211
23.25,84.25,43.23222
23.25,84.5,44.471767
23.25,84.75,39.295418
23.25,85.0,49.437695
23.25,85.25,59.42471
23.25,85.5,69.24984
23.25,85.75,53.843517
23.25,86.0,44.0697
23.25,86.25,44.98558
23.25,86.5,62.15325
23.25,86.75,60.19501
23.25,87.0,54.926514
23.25,87.25,46.402626
23.25,87.5,61.041603
23.25,87.75,47.608334
23.25,88.0,46.924263
23.25,88.25,43.49343
23.25,88.5,38.954323
23.25,88.75,57.088303
23.25,89.0,53.675716
23.25,89.25,37.46275
23.25,89.5,74.33017
23.25,89.75,66.8635
23.25,90.0,65.42573
23.25,90.25,77.34531
23.25,90.5,43.18797
23.25,90.75,44.332203
23.25,91.0,53.18612
23.25,91.25,66.797
23.25,91.5,50.845757
23.25,91.75,46.882763
23.25,92.0,38.8757
23.25,92.25,43.126163
23.25,92.5,51.72779
23.25,92.75,52.59185
23.25,93.0,42.118893
23.25,93.25,43.37873
23.25,93.5,51.600098
23.25,93.75,64.97177
23.25,94.0,54.182526
23.25,94.25,66.228386
23.25,94.5,61.4075
23.25,94.75,41.476032
23.25,95.0,63.08285
23.25,95.25,71.366714
23.25,95.5,45.382572
23.25,95.75,39.068905
23.25,96.0,50.673794
23.25,96.25,59.397533
23.25,96.5,57.77747
23.25,96.75,50.78921
23.5,68.0,36.60574
23.5,68.25,43.785263
23.5,68.5,57.653442
23.5,68.75,65.63718
23.5,69.0,63.16589
23.5,69.25,38.233177
23.5,69.5,51.47548
23.5,69.75,32.49565
23.5,70.0,51.931
23.5,70.25,44.036396
23.5,70.5,43.886253
23.5,70.75,46.290302
23.5,71.0,47.31383
23.5,71.25,43.077087
23.5,71.5,75.59142
23.5,71.75,47.179234
23.5,72.0,36.909916
23.5,72.25,44.313164
23.5,72.5,42.489223
23.5,72.75,51.49867
23.5,73.0,62.031162
23.5,73.25,43.816143
23.5,73.5,52.31664
23.5,73.75,56.76595
23.5,74.0,46.857807
23.5,74.25,45.345783
23.5,74.5,43.17475
23.5,74.75,44.28991
23.5,75.0,47.05335
23.5,75.25,45.68301
23.5,75.5,45.126846
23.5,75.75,56.401386
